No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	42.8847745557627	0
2	0.001	39.4312584126867	40.773032435621
3	0.002	35.758967716908	77.9831614518147
4	0.003	32.0710504745814	111.513186498956
5	0.004	27.9768375114355	141.152146443361
6	0.005	23.8513712606221	166.681266780786
7	0.006	19.3664896506286	187.905213187807
8	0.007	14.5846997781438	204.49582385359
9	0.008	9.61538900882939	216.210884198473
10	0.009	4.06788828806622	222.667538798317
11	0.01	-1.85465443537393	223.38917167606
12	0.011	-8.13661239613415	218.008554211702
13	0.012	-15.0905208127985	206.010003558632
14	0.013	-22.4194712579848	186.870023474637
15	0.014	-30.139090557093	160.205758518494
16	0.015	-38.1712450068413	125.665606687923
17	0.016	-46.3596671330862	83.0151665693559
18	0.017	-54.9387584821545	31.9809697131319
19	0.018	-63.3928361220698	-27.5698116375839
20	0.019	-71.893794563298	-95.5981110288715
21	0.02	-80.4260071979733	-172.142995958111
22	0.021	-88.645685343699	-257.063826277551
23	0.022	-96.7247234768365	-350.134014736422
24	0.023	-104.241198909806	-451.001959978347
25	0.024	-111.445139876879	-559.230113420293
26	0.025	-117.992757340156	-674.334046077414
27	0.026	-123.712156593545	-795.571487092868
28	0.027	-128.790858705529	-922.207978791009
29	0.028	-132.728806591483	-1053.35279548812
30	0.029	-135.541626734016	-1187.87299619947
31	0.03	-136.916783317933	-1324.48718527405
32	0.031	-136.588620947101	-1461.62487145517
33	0.032	-134.525886105043	-1597.56710902985
34	0.033	-130.556684498791	-1730.49337838037
35	0.034	-124.602882769055	-1858.45814606289
36	0.035	-116.633228108188	-1979.46118555012
37	0.036	-106.61646784753	-2091.47101757658
38	0.037	-94.8026311476223	-2192.56555112276
39	0.038	-81.3167327374455	-2281.0102171139
40	0.039	-66.4713081369489	-2355.2892215997
41	0.04	-50.7195331901774	-2414.26962631187
42	0.041	-34.4051959339563	-2457.21697492254
43	0.042	-18.0908587574853	-2483.84998631686
44	0.043	-2.19844318655443	-2494.37962133748
45	0.044	12.9595163524666	-2489.38406880313
46	0.045	26.7266961979523	-2469.92594657653
47	0.046	39.2124836414283	-2437.34134070544
48	0.047	49.7293004090751	-2393.25543272879
49	0.048	58.3396527460641	-2339.60594019982
50	0.049	64.8872720193703	-2278.37746186571
51	0.05	69.0596218109161	-2211.78899899917
52	0.051	71.1692370340244	-2142.05955362531
53	0.052	71.1692370340244	-2071.27530063988
54	0.053	69.2471431596683	-2001.45209459164
55	0.054	65.934266122999	-1934.24637399891
56	0.055	61.2149794680449	-1871.05673525199
57	0.056	55.5424600750469	-1813.06299952905
58	0.057	49.5261523685474	-1760.91367735586
59	0.058	42.9941619483815	-1715.038504246
60	0.059	36.8059612113941	-1675.52342671471
61	0.06	30.9771767573628	-1642.01684177894
62	0.061	25.8203437596178	-1614.00306556905
63	0.062	21.7417579271046	-1590.60699877429
64	0.063	18.5538978881687	-1570.84415491526
65	0.064	16.8037002733533	-1553.5503398831
66	0.065	15.6785732545514	-1537.69418716775
67	0.066	15.5691859062906	-1522.45529163594
68	0.067	16.459911460473	-1506.82572700116
69	0.068	17.7413061338269	-1490.11010225261
70	0.069	19.8040390645911	-1471.72241370201
71	0.07	22.179307354393	-1451.11572454112
72	0.071	24.6483363133069	-1428.08688675587
73	0.072	27.3048865526443	-1402.4952593715
74	0.073	29.8051692234392	-1374.32521553206
75	0.074	32.383585825753	-1343.61582205607
76	0.075	34.6025868632649	-1310.50771976016
77	0.076	36.6028132185093	-1275.29000376788
78	0.077	38.759307332153	-1237.99392754115
79	0.078	40.4469984329612	-1198.7757587072
80	0.079	42.2753305151237	-1157.79957828176
81	0.08	44.1349161986614	-1114.97943897347
82	0.081	45.6663397504021	-1070.46379504754
83	0.082	47.5102987792677	-1024.26045983131
84	0.083	49.323004328831	-976.228792325868
85	0.084	51.2138438069785	-926.345352306567
86	0.085	53.1671904506509	-874.539819226356
87	0.086	54.9173891098521	-820.882513494708
88	0.087	56.6675878332021	-765.475009071784
89	0.088	58.0739975689571	-708.489200419308
90	0.089	59.214752163888	-650.229809601489
91	0.09	59.9960909440106	-591.009372096144
92	0.091	60.230492580679	-531.281064382403
93	0.092	60.1211051500821	-471.490249565626
94	0.093	59.4022734698903	-412.113544304243
95	0.094	58.2146385448816	-353.690072345461
96	0.095	56.6832146078105	-296.626129817718
97	0.096	54.5579733085739	-241.39051990813
98	0.097	52.0420627744459	-188.475485915224
99	0.098	49.2761240120884	-138.20137657056
100	0.099	46.1038893446496	-90.8963539407949
101	0.1	42.9472816372327	-46.7557524984575
102	0.101	39.4312584126867	-5.95146652210145
103	0.102	35.8214747906988	31.2899160309876
104	0.103	32.1023040096303	64.8668213825485
105	0.104	28.0237178111301	94.544848244325
106	0.105	23.882624791937	120.113035497255
107	0.106	19.413369944867	141.376048817053
108	0.107	14.6159533058512	158.005726393809
109	0.108	9.61538900882939	169.736413502545
110	0.109	4.11476857464913	176.216508245681
111	0.11	-1.79214738961054	176.992834789597
112	0.111	-8.13661239613415	171.643470848121
113	0.112	-15.0905208127985	159.644920195051
114	0.113	-22.3413374588183	140.544007010639
115	0.114	-30.139090557093	113.918808954079
116	0.115	-38.139991487512	79.3942838831732
117	0.116	-46.406547412917	36.736030384355
118	0.117	-54.9075049611561	-14.3059798512851
119	0.118	-63.3615825994374	-73.8255076801855
120	0.119	-71.9094213257069	-141.845993691361
121	0.12	-80.4572607255221	-218.414318765579
122	0.121	-88.6925656397376	-303.374215996813
123	0.122	-96.7247234768365	-396.467844603704
124	0.123	-104.241198909806	-497.335789845629
125	0.124	-111.413886334868	-605.54831651657
126	0.125	-117.961503794177	-720.620995629696
127	0.126	-123.712156593545	-841.842809872161
128	0.127	-128.853365812036	-968.510555123555
129	0.128	-132.791313703706	-1099.71787893003
130	0.129	-135.557253513119	-1234.27714658705
131	0.13	-136.979290436488	-1370.93040261045
132	0.131	-136.65112806515	-1508.13059590988
133	0.132	-134.588393219951	-1644.13534060103
134	0.133	-130.634818385107	-1777.13193045216
135	0.134	-124.665389869737	-1905.16701862819
136	0.135	-116.680108425918	-2026.22475182462
137	0.136	-106.710228465494	-2138.30490431893
138	0.137	-94.9120185144819	-2239.50101185752
139	0.138	-81.3323595013765	-2328.00818491405
140	0.139	-66.5338151836908	-2402.32625630519
141	0.14	-50.7351599503697	-2461.34572792083
142	0.141	-34.4051959339563	-2504.30088991159
143	0.142	-18.0908587574853	-2530.93390130592
144	0.143	-2.21406994795098	-2541.47134970724
145	0.144	12.9438895889004	-2536.49142393537
146	0.145	26.7579497305162	-2517.02548832426
147	0.146	39.2124836414283	-2484.42525568689
148	0.147	49.7918074986318	-2440.30809416547
149	0.148	58.3396527460641	-2386.62734809172
150	0.149	64.8716452418984	-2325.40668314635
151	0.15	69.1377557061256	-2258.78696672094
152	0.151	71.1536102541909	-2189.02626778938
153	0.152	71.2317441534191	-2118.21857463418
154	0.153	69.2940234969901	-2048.34067485758
155	0.154	65.9967732344777	-1981.08026054045
156	0.155	61.2306062442096	-1917.85155484971
157	0.156	55.5580868492821	-1859.84219235157
158	0.157	49.5105255962327	-1807.69287017741
159	0.158	42.9785351779942	-1761.83332383891
160	0.159	36.8372147488219	-1722.3104329241
161	0.16	31.0240570591528	-1688.76478106872
162	0.161	25.8203437596178	-1660.72756470794
163	0.162	21.6948776314722	-1637.35493806099
164	0.163	18.5695246527544	-1617.60772096748
165	0.164	16.6630593951877	-1600.37641299212
166	0.165	15.6785732545514	-1584.59058071585
167	0.166	15.5223056142213	-1569.37512533007
168	0.167	16.4130311679158	-1553.7924409876
169	0.168	17.7881864271282	-1537.07681623869
170	0.169	19.757158770123	-1518.68912768866
171	0.17	22.179307354393	-1498.10587867501
172	0.171	24.6014560158497	-1475.10048103849
173	0.172	27.3361400854668	-1449.51666703644
174	0.173	29.78954245646	-1421.33880981408
175	0.174	32.3679590581583	-1390.64504310537
176	0.175	34.6807207040445	-1357.50568727287
177	0.176	36.6496935244988	-1322.22546420721
178	0.177	38.7436805629304	-1284.91376121209
179	0.178	40.5095055117191	-1245.67215222337
180	0.179	42.2284502045819	-1204.68815841383
181	0.18	44.0567823451436	-1161.93052618757
182	0.181	45.6194594369458	-1117.47738934513
183	0.182	47.4790452358664	-1071.31312105732
184	0.183	49.2917507843311	-1023.31270709583
185	0.184	51.1825902613066	-973.460520621614
186	0.185	53.1359369037404	-921.686241087694
187	0.186	54.8705087877931	-868.068002290531
188	0.187	56.6675878332021	-812.683938028637
189	0.188	58.0583707938809	-755.705942763699
190	0.189	59.1834986129628	-697.469992108881
191	0.19	59.9960909440106	-638.265181378998
192	0.191	60.1992390290528	-578.55250044107
193	0.192	60.1054783743042	-518.785125787995
194	0.193	59.3710199188362	-459.431860690028
195	0.194	58.2146385448816	-401.024015506773
196	0.195	56.6675878332021	-343.967886366335
197	0.196	54.5267197607641	-288.755716617955
198	0.197	52.0733163206593	-235.840682625847
199	0.198	49.2604972398504	-185.558759894196
200	0.199	46.1195161159393	-138.253737264905
201	0.2	42.9629084076112	-94.0975090517334
202	0.201	39.3843781044904	-53.3088498442862
203	0.202	35.8527283276182	-16.0752806768356
204	0.203	32.0710504745814	17.5016246756606
205	0.204	27.9299572117728	47.117144470234
206	0.205	23.8669980262779	72.6306380406558
207	0.206	19.3664896506286	93.8623978305054
208	0.207	14.6472068335697	110.484262024001
209	0.208	9.59976224581523	122.22276251509
210	0.209	4.03663476368842	128.655976971238
211	0.21	-1.79214738961054	129.393236609673
212	0.211	-8.21474620001636	124.004805766256
213	0.212	-15.059267292349	111.98281497147
214	0.213	-22.4350980178162	92.8506482677834
215	0.214	-30.1859708359965	66.1551297922734
216	0.215	-38.1712450068413	31.5915378222509
217	0.216	-46.437800932808	-11.0979691961774
218	0.217	-54.8762514401627	-62.1399794312664
219	0.218	-63.4084628833887	-121.667320641646
220	0.219	-71.9563016129471	-189.734686938417
221	0.22	-80.4572607255221	-266.326452156256
222	0.221	-88.7081924050903	-351.294162770165
223	0.222	-96.693469942586	-444.379977992607
224	0.223	-104.209945371795	-545.216669698401
225	0.224	-111.476393418907	-653.444823142356
226	0.225	-117.977130567164	-768.556569183995
