No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-71.2687240687771	0
2	0.001	-80.4416339617463	-73.1941358144384
3	0.002	-88.9113403549692	-155.209579771973
4	0.003	-96.9747517513731	-245.491582624321
5	0.004	-104.225572140798	-343.430701369583
6	0.005	-110.788815498475	-448.276851988396
7	0.006	-116.789495834123	-559.404964453872
8	0.007	-122.040091713601	-676.158715026911
9	0.008	-126.884391999465	-797.95991368262
10	0.009	-130.884846822273	-924.183489892666
11	0.01	-134.338364760883	-1054.13405248342
12	0.011	-137.04179755514	-1187.16309044061
13	0.012	-138.49508809112	-1322.27049006291
14	0.013	-138.979518281503	-1458.3467500484
15	0.014	-137.791882986503	-1594.07140748158
16	0.015	-134.838421680528	-1727.72551661427
17	0.016	-129.994120521478	-1857.48074451445
18	0.017	-122.602655591789	-1981.11808937026
19	0.018	-113.03907054367	-2096.27790923717
20	0.019	-100.850190130328	-2200.56149637335
21	0.02	-86.3641776377345	-2291.50763705655
22	0.021	-69.7373013720526	-2366.89733336062
23	0.022	-51.2195895168442	-2424.71473560425
24	0.023	-31.592379202493	-2463.4596767631
25	0.024	-11.2619645243122	-2482.22580542567
26	0.025	8.95906496436154	-2480.71621200483
27	0.026	28.2424925434615	-2459.45439005009
28	0.027	45.9476216320052	-2419.69828976153
29	0.028	61.3399936775159	-2363.39343890595
30	0.029	73.8726700371838	-2293.12606384778
31	0.03	83.1237254492607	-2211.96682290373
32	0.031	88.7962487605878	-2123.34579259798
33	0.032	90.812104374688	-2030.88057282952
34	0.033	89.3431863185746	-1938.14188428207
35	0.034	84.8739253822778	-1848.37228523082
36	0.035	77.6387244162258	-1764.45491713074
37	0.036	68.6064452216236	-1688.671289111
38	0.037	58.3240259708977	-1622.54501031391
39	0.038	47.7603271271526	-1566.84179056406
40	0.039	37.227883968043	-1521.68664181564
41	0.04	27.773689546461	-1486.52481185757
42	0.041	19.7415320053065	-1460.10615788086
43	0.042	13.5377066063072	-1440.80549537423
44	0.043	9.49037490478558	-1426.63041141786
45	0.044	7.36513515990564	-1415.54161318469
46	0.045	7.27137458394455	-1405.56231511194
47	0.046	8.89655791273347	-1394.81730566278
48	0.047	11.6156146954598	-1381.90017615786
49	0.048	15.5691859062906	-1365.64673265616
50	0.049	19.6321446516766	-1345.38502417635
51	0.05	23.8201177293205	-1320.99784978503
52	0.051	27.7424360134411	-1292.55552971283
53	0.052	30.8209090849711	-1260.6128139628
54	0.053	33.3993257276106	-1225.84165335568
55	0.054	34.9776292999059	-1188.9921326411
56	0.055	35.6808338747595	-1151.00185785295
57	0.056	35.9308621699869	-1112.53496662975
58	0.057	35.6808338747595	-1074.06807540655
59	0.058	35.4776858856408	-1035.82777232553
60	0.059	35.3057914338357	-997.774990464969
61	0.06	35.4620591172749	-959.730021988591
62	0.061	36.4152919949156	-921.130303231672
63	0.062	37.8998350310859	-881.311696517848
64	0.063	40.2594771970974	-839.570997202933
65	0.064	43.2441902751815	-795.15812026597
