No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	63.1214462008559	0
2	0.001	63.0745658703695	61.9387640162941
3	0.002	62.4182412488279	123.525925556574
4	0.003	61.0274581544959	184.089533238918
5	0.004	58.9803505324711	242.934195563083
6	0.005	56.4956933128537	299.512975466426
7	0.006	53.4015920531196	353.302376130094
8	0.007	50.213730355158	403.950795314915
9	0.008	46.775840514276	451.286338730313
10	0.009	43.2754438161113	495.152738876188
11	0.01	39.9625685749011	535.612503052376
12	0.011	36.4621723007594	572.665631470888
13	0.012	33.2743115849674	606.374631394433
14	0.013	29.9145565923961	636.809823463796
15	0.014	26.4454144055016	663.830566943426
16	0.015	22.9762723891546	687.382168321436
17	0.016	19.0695811210882	707.245853057238
18	0.017	14.8503547640108	723.04657898047
19	0.018	10.2092060052157	734.417117345764
20	0.019	1.97390217350197	739.349429415804
21	0.02	-2.05780233390445	738.148237316285
22	0.021	-7.9803447882607	731.969921735884
23	0.022	-15.1217743332437	719.259620155813
24	0.023	-23.1226754497958	698.978153244975
25	0.024	-31.6861397602262	670.414503620645
26	0.025	-40.2183505257892	633.303016458319
27	0.026	-49.3912585774637	587.338969887374
28	0.027	-58.3610190636983	532.303589047474
29	0.028	-67.3307800323894	468.298447480112
30	0.029	-76.316168418236	395.315731235481
31	0.03	-84.7077405775822	313.644534718253
32	0.031	-92.9899262363999	223.636459291943
33	0.032	-100.631415376819	125.666546466015
34	0.033	-107.757222043253	20.3129857366608
35	0.034	-114.53924062708	-91.9944876178242
36	0.035	-120.352400119008	-210.599550010187
37	0.036	-125.728010594385	-334.798997386202
38	0.037	-130.259775732076	-463.952132568751
39	0.038	-133.666413284581	-597.074469096397
40	0.039	-136.385472814104	-733.259654165058
41	0.04	-137.57310806758	-871.398186625219
42	0.041	-137.38558670945	-1010.03677603305
43	0.042	-135.541626734016	-1147.6596247741
44	0.043	-131.681812475452	-1282.43058639816
45	0.044	-126.103053209005	-1412.4822612597
46	0.045	-118.180278616444	-1535.78316919175
47	0.046	-108.22602514406	-1650.14556309132
48	0.047	-96.2559204646251	-1753.54577791498
49	0.048	-82.1293244655892	-1843.8976423994
50	0.049	-66.6432025155638	-1919.4431479093
51	0.05	-49.6412867393192	-1978.74463455606
52	0.051	-32.0143017122694	-2020.73167080117
53	0.052	-14.168541957747	-2044.9823346555
54	0.053	3.58345866117725	-2051.4341183231
55	0.054	20.3040955406441	-2040.64958324151
56	0.055	35.758967716908	-2013.77729363205
57	0.056	49.4323917347314	-1972.34085592555
58	0.057	60.6836690817001	-1918.44206753665
59	0.058	69.5753055220459	-1854.4718222541
60	0.059	75.5916159737776	-1783.04760352551
61	0.06	78.7951063331453	-1707.01348439136
62	0.061	79.3889240880761	-1629.08071120007
63	0.062	77.2324280754202	-1551.92927713764
64	0.063	73.1069577806186	-1477.91882622894
65	0.064	67.2625422618214	-1408.89331822704
66	0.065	59.9179570653917	-1346.46231058275
67	0.066	52.1358234131455	-1291.5946623628
68	0.067	44.0099020330867	-1244.681041659
69	0.068	36.1183833920812	-1205.77614096574
70	0.069	29.070711179352	-1174.34083569934
71	0.07	22.9450188582207	-1149.49221269987
72	0.071	18.163228774499	-1130.09733090283
73	0.072	14.8816082918127	-1114.73415438899
74	0.073	13.1157839882764	-1101.89470026827
75	0.074	12.8657557711093	-1090.06317240789
76	0.075	13.4126924970558	-1078.08319029313
77	0.076	15.2253970983719	-1064.92338751473
78	0.077	17.5850384896812	-1049.67741174003
79	0.078	20.2884687757195	-1031.89990012664
80	0.079	23.2731809336775	-1011.27831729126
81	0.08	26.0547452511791	-987.773596218155
82	0.081	28.7112955436704	-961.549817840048
83	0.082	30.9302964556062	-932.888263859729
84	0.083	32.8055085522505	-902.179603375119
85	0.084	34.5088262544592	-869.681677991082
86	0.085	35.5558197275297	-835.808597019407
87	0.086	36.5871864498543	-800.896335950033
88	0.087	37.7123138034259	-764.905827842712
89	0.088	38.6811734860817	-727.868326217276
90	0.089	40.0094488835668	-689.682257051771
91	0.09	41.6190061711148	-650.027271543748
92	0.091	43.3692044390071	-608.692408258006
93	0.092	45.6663397504021	-565.33387818262
94	0.093	48.2291302826816	-519.545385185397
95	0.094	51.0106957604612	-471.084714183144
96	0.095	53.7922613930818	-419.842477625691
97	0.096	56.4800665383078	-365.865555679315
98	0.097	58.9022166555998	-309.333656101679
99	0.098	60.886817169851	-250.598381208273
100	0.099	62.3088538128579	-190.159787736237
101	0.1	63.0276855399333	-128.65076007916
102	0.101	63.0433123167398	-66.7745031701417
103	0.102	62.4651215786126	-5.17952824178405
104	0.103	60.9805778262317	55.3840794413196
105	0.104	58.9959773078614	114.213114989048
106	0.105	56.5113200874047	170.807521667362
107	0.106	53.4328456002008	224.620362491846
108	0.107	50.213730355158	275.284408450207
109	0.108	46.8070940572577	322.635578637096
110	0.109	43.3223241275392	366.541045710176
111	0.11	39.9625685749011	407.024250042078
112	0.111	36.5715596812032	444.132072150812
113	0.112	33.2586848171544	477.887952380672
114	0.113	29.9301833594046	508.323144449633
115	0.114	26.3829073406651	535.320447780349
116	0.115	22.9918991546264	558.848609008676
117	0.116	19.0383275917267	578.704480362534
118	0.117	14.8034744723288	594.466139375243
119	0.118	10.2092060052157	605.813237594697
120	0.119	6.50566321674079	613.011430186357
121	0.12	-0.948302268929891	614.630868640944
122	0.121	-7.91783774507045	609.038556614625
123	0.122	-15.1686546139036	596.336068415819
124	0.123	-23.0757951703793	576.054601504359
125	0.124	-31.6548862409821	547.53001877936
126	0.125	-40.2496040452119	510.418531616945
127	0.126	-49.3600050572488	464.454485046396
128	0.127	-58.3766458244984	409.426917586204
129	0.128	-67.2995265088145	345.429589400228
130	0.129	-76.3005416551563	272.470313298924
131	0.13	-84.7546208712697	190.783490016393
132	0.131	-93.0055530026741	100.744161060102
133	0.132	-100.662668912988	2.75080808295301
134	0.133	-107.741595273293	-102.610566029506
135	0.134	-114.55486739901	-214.918039384976
136	0.135	-120.289893024053	-333.499661615826
137	0.136	-125.696757043307	-457.652228668825
138	0.137	-130.244148954937	-586.781923687265
139	0.138	-133.650786506191	-719.888633437147
140	0.139	-136.338592475864	-856.042564947493
141	0.14	-137.526227727966	-994.134217068726
142	0.141	-137.213692131929	-1132.66341901799
143	0.142	-135.494746396743	-1270.17688030165
144	0.143	-131.681812475452	-1404.92440175706
145	0.144	-126.071799657668	-1534.96044984294
146	0.145	-118.149025070347	-1658.23010422627
147	0.146	-108.179144833803	-1772.55343119766
148	0.147	-96.1621598625794	-1875.88332556517
149	0.148	-82.0980709374423	-1966.1726829845
150	0.149	-66.5650687070734	-2041.66349482608
151	0.15	-49.6569134994433	-2100.93372794865
152	0.151	-31.9361679141668	-2142.88951067478
153	0.152	-14.1372884371706	-2167.08548086976
154	0.153	3.59908542330282	-2173.51382439602
155	0.154	20.3509758354366	-2162.69803578597
156	0.155	35.7745944853496	-2135.79449264489
157	0.156	49.4167649624456	-2094.35805494031
158	0.157	60.6680423057267	-2040.47489332554
159	0.158	69.5440519636111	-1976.52808821019
160	0.159	75.5759891921935	-1905.12730965161
161	0.16	78.7951063331453	-1829.10100390826
162	0.161	79.3576705217923	-1751.18385750011
163	0.162	77.2168012931681	-1674.05586361195
164	0.163	73.0600774388623	-1600.07666626525
165	0.164	67.1844083701417	-1531.11366538007
166	0.165	59.8710767382852	-1468.74516484517
167	0.166	52.0733163206593	-1413.93221033502
168	0.167	43.947394950407	-1367.0810967188
169	0.168	36.0715030865034	-1328.23088971967
170	0.169	29.0394576457388	-1296.83465137287
171	0.17	22.960645623686	-1271.99384175747
172	0.171	18.1944823035239	-1252.57551981319
173	0.172	14.8816082918127	-1237.19671653484
174	0.173	13.1001572246833	-1224.36507579591
175	0.174	12.8657557711093	-1212.54136131733
176	0.175	13.4126924970558	-1200.56137920256
177	0.176	15.2253970983719	-1187.40157642417
178	0.177	17.5694117252828	-1172.16341403166
179	0.178	20.2259617160521	-1154.42496933031
180	0.179	23.3044344647486	-1133.81901325923
181	0.18	25.9922381866873	-1110.32991895283
182	0.181	28.6331617100784	-1084.17646102377
183	0.182	30.9146696883615	-1055.56178734386
184	0.183	32.7742550168589	-1024.87656701057
185	0.184	34.4619459501094	-992.417708546407
186	0.185	35.5089394223844	-958.591507879479
187	0.186	36.6028132185093	-923.69487357835
188	0.187	37.6654334966035	-887.719992240113
189	0.188	38.6342931784891	-850.729370921885
190	0.189	40.0250756531306	-812.558928525394
191	0.19	41.5564990911335	-772.92738317258
192	0.191	43.3692044390071	-731.623773426828
193	0.192	45.6663397504021	-688.265243351442
194	0.193	48.1666231950326	-642.508003898044
195	0.194	51.0575760788149	-594.055146280438
196	0.195	53.7610078457689	-542.805096337465
197	0.196	56.5113200874047	-488.828174390197
198	0.197	58.9178434309634	-432.272834650331
199	0.198	60.8555636177678	-373.545373145284
200	0.199	62.2619734832396	-313.145846614099
201	0.2	63.0433123167398	-251.652445733428
202	0.201	63.0901926471927	-189.74493527078
203	0.202	62.3713609190932	-128.173400506956
204	0.203	60.9649510501546	-67.6644865416507
205	0.204	58.9647237570862	-8.85889115734884
206	0.205	56.4488129892316	47.6886351964915
207	0.206	53.4328456002008	101.470222471889
208	0.207	50.1668500375922	152.110828271467
209	0.208	46.7602137427922	199.415118142341
210	0.209	43.3379508980241	243.30495844343
211	0.21	39.9156882662735	283.772536006261
212	0.211	36.4934258380089	320.817851039083
213	0.212	33.2430580493453	354.526850963442
214	0.213	29.9458101264168	384.962043032004
215	0.214	26.4454144055016	411.998413278645
216	0.215	22.960645623686	435.54220127392
217	0.216	19.0383275917267	455.382445862308
218	0.217	14.81910123622	471.151918256963
219	0.218	10.2560862945583	482.530270003033
220	0.219	8.80279733536457	490.900469798676
221	0.22	-1.24521073793187	493.520021078074
222	0.221	-7.77719689780661	487.849575240886
223	0.222	-15.1999081343384	475.201780705495
224	0.223	-23.0914219301854	454.896873653915
225	0.224	-31.6236327217377	426.380104308635
226	0.225	-40.2808575646362	389.268617146129
227	0.226	-49.3600050572488	343.288943815868
228	0.227	-58.3922725853	288.253562975275
229	0.228	-67.3307800323894	224.232794647112
230	0.229	-76.2224078397956	151.296958691701
231	0.23	-84.7702476358382	69.6413889345653
232	0.231	-92.958672703862	-20.3823132546034
233	0.232	-100.662668912988	-118.352226082347
234	0.233	-107.757222043253	-223.721413579785
235	0.234	-114.507987083234	-336.013260162347
236	0.235	-120.383653666515	-454.618322556541
237	0.236	-125.649876716729	-578.794329767482
238	0.237	-130.244148954937	-707.900584622633
239	0.238	-133.650786506191	-841.007294372516
240	0.239	-136.291712137678	-977.137785713768
241	0.24	-137.479347388406	-1115.18255749613
242	0.241	-137.291826030711	-1253.72738622501
243	0.242	-135.416612501407	-1391.24084751038
244	0.243	-131.588051809602	-1525.90242168521
245	0.244	-125.946785452536	-1655.82908233559
246	0.245	-118.039637659161	-1778.98153591076
247	0.246	-108.02287713323	-1893.17203532628
248	0.247	-95.9746386588831	-1996.33003524165
249	0.248	-81.8636694767022	-2086.40843132876
250	0.249	-66.3775475668941	-2161.68828186988
251	0.25	-49.4693923780174	-2220.77099386165
252	0.251	-31.7799003179563	-2262.55488222896
253	0.252	-13.9341405533161	-2286.57114468391
254	0.253	3.72409952038428	-2292.8354072197
255	0.254	20.4447364251054	-2281.91023126627
256	0.255	35.8683550960839	-2254.91292752499
257	0.256	49.5105255962327	-2213.38272919815
258	0.257	60.7618029616491	-2159.40580693853
259	0.258	69.5596787428255	-2095.40430810561
260	0.259	75.5603624106157	-2024.00352954821
261	0.26	78.7638527673568	-1948.00066397854
262	0.261	79.3107901724155	-1870.12258452798
263	0.262	77.154294164224	-1793.04928437897
