No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-134.963435911382	0
2	0.001	-127.415702384744	-130.035747625255
3	0.002	-116.867629697272	-251.023592143455
4	0.003	-103.08481801432	-359.845994476443
5	0.004	-86.1454029297098	-453.307283425649
6	0.005	-66.3775475668941	-528.414937151143
7	0.006	-44.10941370888	-582.504596266222
8	0.007	-20.2004713551664	-613.505717275437
9	0.008	4.31791648340039	-620.293173188512
10	0.009	28.6175349433708	-602.671625952318
11	0.01	51.370111535632	-561.523981190009
12	0.011	71.5130261918965	-498.928590803436
13	0.012	88.0461629808755	-417.995174694242
14	0.013	100.250685774512	-322.692928793741
15	0.014	107.72029357767	-217.553617594841
16	0.015	110.126820334344	-107.476239116026
17	0.016	107.782800763687	2.63239295579742
18	0.017	101.000771832156	108.178000776527
19	0.018	90.5464489768718	205.105432703849
20	0.019	77.4043226806159	290.2346400554
21	0.02	62.6838964516022	361.432571144318
22	0.021	47.291523975852	417.574102880853
23	0.022	32.6336141077859	458.69049344548
24	0.023	19.5540108277472	485.938127436055
25	0.024	8.84967762403804	501.293793184755
26	0.025	1.0519232243523	507.398415131759
27	0.026	-3.62047846639576	507.267959033545
28	0.027	-5.07376725420654	504.074657696052
29	0.028	-3.66735875010107	500.857916216706
30	0.029	0.192451328832098	500.27428402888
31	0.03	5.9743532917323	504.51150786197
32	0.031	12.756368426314	515.030690243802
33	0.032	19.9446799481615	532.535035953848
34	0.033	26.7266961979523	557.024545549713
35	0.034	32.5085999666474	587.796015154821
36	0.035	36.9778556674481	623.693064494677
37	0.036	39.6812867237079	663.176457213063
38	0.037	40.8220409065366	704.581942550993
39	0.038	40.4626252026442	746.378097128392
40	0.039	38.8530679475763	787.18976522631
41	0.04	36.5715596812032	826.055900563508
42	0.041	33.9462626045882	862.468633229212
43	0.042	31.6022474506621	896.396709779645
44	0.043	30.0551974956045	928.379253775586
45	0.044	29.5551409522098	959.338244522302
46	0.045	30.5396272756016	990.539450159016
47	0.046	32.9305226939703	1023.42834666661
48	0.047	36.7590809052829	1059.42696998904
49	0.048	41.8534077216639	1099.88703582533
50	0.049	47.5728058661263	1145.75396414203
51	0.05	53.7297542984762	1197.55906574714
52	0.051	59.6679286547187	1255.41172874654
53	0.052	65.0122862393502	1318.90565771639
54	0.053	69.4034109509492	1387.26732783434
55	0.054	72.3099919782934	1459.27785082177
56	0.055	73.7945361327709	1533.48393640011
57	0.056	73.4820005166704	1608.27602624764
58	0.057	71.4973994119295	1681.91954773475
59	0.058	68.1376418586191	1752.89088989283
60	0.059	63.5589959544925	1819.8930303222
61	0.06	58.3083991957366	1881.98054942012
62	0.061	52.7140140224067	1938.645577552
63	0.062	47.0414956302122	1989.67715390112
64	0.063	41.8221541815341	2035.2628003298
65	0.064	37.1810036616018	2075.91820077417
66	0.065	33.4618327990248	2112.3934405273
67	0.066	30.5083737413013	2145.53236532027
68	0.067	28.4143869764976	2176.14756720198
69	0.068	27.0079779915294	2205.0125712088
70	0.069	25.9766114205729	2232.65868743766
71	0.07	24.9452448645718	2259.27343710304
72	0.071	23.6482233073979	2284.72399271183
73	0.072	21.616743805482	2308.51029779108
74	0.073	18.5851514173432	2329.7650669253
75	0.074	14.2877912654754	2347.35535978952
76	0.075	8.70903675808337	2360.0075953241
77	0.076	1.64574017384802	2366.33880531288
78	0.077	-6.79271096358154	2364.91914144082
79	0.078	-16.3094081071258	2354.52190342827
80	0.079	-26.7793372300804	2334.13135228248
81	0.08	-37.8899633329192	2302.95052352379
82	0.081	-49.1412304158496	2260.58874817221
83	0.082	-60.2987374143707	2207.02258577991
84	0.083	-71.0030691096818	2142.52550404069
85	0.084	-80.9729439316691	2067.69131904282
86	0.085	-90.1302280658053	1983.29355456689
87	0.086	-98.1936396033962	1890.2854422551
88	0.087	-105.272565673492	1789.70616113946
89	0.088	-111.46076664789	1682.49331650158
90	0.089	-116.836376151998	1569.49856662444
91	0.09	-121.665049131861	1451.40167550532
92	0.091	-125.837398023329	1328.80427345054
93	0.092	-129.712838535558	1202.1829766939
94	0.093	-133.213236713638	1071.87376059211
95	0.094	-136.432353152397	938.204787181901
96	0.095	-139.229546769171	801.527658743925
97	0.096	-141.276655071602	662.428379346347
98	0.097	-142.292395872223	521.797675397243
99	0.098	-141.93297989357	380.838809037154
100	0.099	-139.510828819682	241.270726203336
101	0.1	-134.72903422884	105.304616201883
102	0.101	-127.165673967356	-24.4889163734061
103	0.102	-116.64885488076	-145.242359274656
104	0.103	-102.850416484174	-253.838173434315
105	0.104	-85.9422549870841	-347.080687647135
106	0.105	-66.1587729037026	-421.977380069721
107	0.106	-43.9843996301696	-475.895144813849
108	0.107	-20.1223375555103	-506.79469188388
109	0.108	4.47418410576683	-513.464947085944
110	0.109	28.6175349433708	-495.765266038567
111	0.11	51.3076044441118	-454.648874822018
112	0.111	71.4348922921221	-392.123804931093
113	0.112	87.921148685836	-311.291962919305
114	0.113	100.063164262893	-216.145984922133
115	0.114	107.595279206029	-111.162941664863
116	0.115	110.033059547944	-1.19495076506812
117	0.116	107.657786391784	108.804293727604
118	0.117	100.969518246063	214.271767569336
119	0.118	90.4995686127669	311.160132521559
120	0.119	77.3574423336674	396.242459517584
121	0.12	62.6057625682665	467.377883491359
122	0.121	47.3071507474942	523.488161672048
123	0.122	32.6492408754454	564.620179006326
124	0.123	19.5383840629705	591.867812998342
125	0.124	8.80279733536457	607.192225220317
126	0.125	1.00504293898858	613.249966880302
127	0.126	-3.68298551133274	613.064817116938
128	0.127	-5.19878134281162	609.777755212674
129	0.128	-3.74549255624236	606.459439785955
130	0.129	0.129944282115438	605.8054871717
131	0.13	5.91184624190464	609.980203956518
132	0.131	12.7251148992537	620.452506049905
133	0.132	19.929053183308	637.933411613994
134	0.133	26.7110694316755	662.407294444294
135	0.134	32.6336141077859	693.233457736833
136	0.135	37.0091092049654	729.208640916017
137	0.136	39.8219276491329	768.777980865874
