No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-13.8716335120923	0
2	0.001	-23.8415064002073	-17.5969931451504
3	0.002	-34.3895691743354	-45.4529541214225
4	0.003	-45.3283009785133	-84.0523123868475
5	0.004	-56.2670331293604	-133.590402629785
6	0.005	-66.9088574647957	-193.918771115864
7	0.006	-76.8943586539539	-264.560802364239
8	0.007	-86.223536753935	-344.860173257184
9	0.008	-94.661990247632	-434.043359946968
10	0.009	-102.084704825361	-531.157130672466
11	0.01	-108.679201478569	-635.279507013432
12	0.011	-114.633001258731	-745.676031571083
13	0.012	-119.664822078951	-861.565366428925
14	0.013	-124.321600817038	-982.299001065919
15	0.014	-128.384562515394	-1107.39250592114
16	0.015	-132.103735474329	-1236.377078105
17	0.016	-135.510373175828	-1368.92455561908
18	0.017	-138.291939948518	-1504.56613537025
19	0.018	-140.510942793301	-1642.70799993016
20	0.019	-141.542310355346	-1782.47504969349
21	0.02	-141.276655071602	-1922.62495559596
22	0.021	-139.354561013596	-2061.68098682756
23	0.022	-134.979062690266	-2197.58822186849
24	0.023	-128.165787645332	-2327.90107022529
25	0.024	-118.430306985935	-2449.93954072992
26	0.025	-105.663234906912	-2560.72673486535
27	0.026	-89.8958265814019	-2657.24668879851
28	0.027	-71.3468578803973	-2736.60845421841
29	0.028	-50.3444909458647	-2796.19455182054
30	0.029	-27.7481963303888	-2833.98131864767
31	0.03	-4.16741510867067	-2848.6795475562
32	0.031	19.3977431801178	-2839.80480670947
33	0.032	41.8377809515968	-2807.92746783262
34	0.033	62.058825388803	-2754.71958785142
35	0.034	79.2170294738384	-2682.8220836091
36	0.035	92.5466779058861	-2595.68065310824
37	0.036	101.360188074464	-2497.46764330706
38	0.037	105.626302921384	-2392.71482099814
39	0.038	105.188752653345	-2286.04771639977
40	0.039	100.500714458405	-2181.9434060329
41	0.04	92.1091278175115	-2084.37890808394
42	0.041	80.7015738956901	-1996.71398041634
43	0.042	67.465690380871	-1921.37077146706
44	0.043	53.2140707710544	-1859.7713140801
45	0.044	39.0874694867934	-1812.36096714018
46	0.045	26.1797593803279	-1778.46777589562
47	0.046	15.0847562227976	-1756.57594128306
48	0.047	6.42752940407346	-1744.56022165862
49	0.048	0.880028844772508	-1739.6468657232
50	0.049	-2.01092204965533	-1738.95273551464
