No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-72.0969424747896	0
2	0.001	-82.0668174093067	-74.3926985919602
3	0.002	-91.0522072450449	-158.263029569048
4	0.003	-99.0843653559224	-250.642134519444
5	0.004	-105.944516756603	-350.467394225618
6	0.005	-111.976450093839	-456.738696300751
7	0.006	-117.305179333158	-568.690329664161
8	0.007	-121.836943648124	-685.572209804714
9	0.008	-126.024919330703	-806.813959944039
10	0.009	-129.837852751298	-932.056164634951
11	0.01	-133.369504496169	-1060.9706619086
12	0.011	-136.666754844677	-1193.29961022893
13	0.012	-139.510828819682	-1328.69922071102
14	0.013	-141.839219204037	-1466.6850633728
15	0.014	-143.011227839598	-1606.42110554453
16	0.015	-142.745572545739	-1746.61032438711
17	0.016	-140.526569574341	-1885.55721409706
18	0.017	-135.854162317204	-2021.05839869274
19	0.018	-128.290801856663	-2150.44169942959
20	0.019	-117.602088016833	-2270.69896301625
21	0.02	-103.522367539706	-2378.57200944443
22	0.021	-86.3016705782372	-2470.79484715331
23	0.022	-66.0181320489924	-2544.26556711684
24	0.023	-43.3437024774009	-2596.25730302995
25	0.024	-18.9347037983446	-2624.70732481773
26	0.025	6.20875472891021	-2628.38111800236
27	0.026	30.8521626194197	-2607.16147797811
28	0.027	54.0266629985727	-2562.03288381903
29	0.028	74.4352341535505	-2495.11275389288
30	0.029	91.046506198018	-2409.682702367
31	0.03	103.157269348208	-2309.8916332438
32	0.031	110.329968705906	-2200.45883286666
33	0.032	112.298945303531	-2086.45519451185
34	0.033	109.361107254157	-1972.93598688292
35	0.034	101.985259810067	-1864.57362200072
36	0.035	90.9058651038255	-1765.43887819369
37	0.036	77.076160253188	-1678.75868416509
38	0.037	61.7150363080376	-1606.67390453439
39	0.038	45.9945019457502	-1550.12995405741
40	0.039	30.9146696883615	-1508.98618689026
41	0.04	17.6475455473041	-1482.01589792234
42	0.041	6.89633228094318	-1467.05477765813
43	0.042	-0.823288176516964	-1461.32907425583
44	0.043	-5.19878134281162	-1461.65092766541
45	0.044	-6.40204194039294	-1464.76215795692
46	0.045	-4.57371089873828	-1467.5608530264
47	0.046	-0.229471235907153	-1467.27326274363
