No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	62.0744521652649	0
2	0.001	59.3085128167925	59.7464061625813
3	0.002	56.1206507251872	116.515911605124
4	0.003	52.6046266093217	169.933473943931
5	0.004	48.6354263542461	219.608424097267
6	0.005	45.0100153657523	265.486068628819
7	0.006	41.2595904621691	307.675795214332
8	0.007	37.7591941102853	346.240111172112
9	0.008	34.743227776739	381.546245787177
10	0.009	31.5397403810624	413.74265353763
11	0.01	28.7581758438687	442.946535321648
12	0.011	25.8359705256979	469.298532177984
13	0.012	22.6949906112182	492.618936417995
14	0.013	19.4758770038943	512.759293897103
15	0.014	15.4597985581684	529.282055349687
16	0.015	10.9905441639024	541.562150382275
17	0.016	5.771205379925	548.997948825742
18	0.017	-0.432619136950194	550.722165618782
19	0.018	-7.19900674668327	545.961276348517
20	0.019	-15.2155348945542	533.808929199451
21	0.02	-23.5289712045219	513.491599821466
22	0.021	-32.3893439431411	484.587365919187
23	0.022	-41.9216673369169	446.48678395071
24	0.023	-51.2039627566197	398.978892575495
25	0.024	-60.8300472888787	342.016811224298
26	0.025	-70.1279704253665	275.592726038728
27	0.026	-79.0508519965965	200.058238499299
28	0.027	-87.8018400199387	115.686816162584
29	0.028	-95.6777300874378	23.0019547804484
30	0.029	-103.194205395367	-77.3790892894015
31	0.03	-110.054357274927	-184.948446952996
32	0.031	-116.148798160868	-298.995100999341
33	0.032	-121.93070429362	-418.979928555033
34	0.033	-126.603110033338	-544.191912046959
35	0.034	-130.853593267548	-673.865340025849
36	0.035	-134.41649865418	-807.445462315161
37	0.036	-136.744888742404	-943.9712323419
38	0.037	-138.166925707429	-1082.37221589526
39	0.038	-138.041911466731	-1221.42171081079
40	0.039	-136.526113829147	-1359.65079978718
41	0.04	-133.135102822591	-1495.42648444149
42	0.041	-127.587596922511	-1626.73291064249
43	0.042	-120.086744966009	-1751.5151579152
44	0.043	-109.991850192529	-1867.49953182292
45	0.044	-97.8029704175736	-1972.34201845642
46	0.045	-83.4888529510934	-2063.9330064692
47	0.046	-67.1276321292944	-2140.18632533784
48	0.047	-49.3756318173557	-2199.38303363961
49	0.048	-30.4985060286483	-2240.26517889106
50	0.049	-11.1838307217575	-2262.05142359471
51	0.05	7.75580422732398	-2264.71051317037
52	0.051	25.9297311222504	-2248.81282182403
53	0.052	42.4941052981736	-2215.54597994227
54	0.053	57.0270036505168	-2166.73050179637
55	0.054	68.9189807999129	-2104.7025858996
56	0.055	77.7012315459662	-2032.33755605511
57	0.056	83.4206343604687	-1952.72169943034
58	0.057	85.7177718091928	-1869.09757267396
59	0.058	84.9051789532878	-1784.73117362117
60	0.059	81.3891523849282	-1702.52908428051
61	0.06	75.2790803432947	-1625.14004424484
62	0.061	67.4969439377355	-1554.69710843277
63	0.062	58.558427598952	-1492.61449899288
64	0.063	48.9323350239571	-1439.81419400987
65	0.064	39.6031528763976	-1396.49152638814
66	0.065	30.8209090849711	-1362.2245717359
67	0.066	23.1637935750318	-1336.17729673435
68	0.067	17.1006087946975	-1316.99017187793
69	0.068	12.7094881357275	-1303.03019974117
70	0.069	10.3654736364459	-1292.43779518353
71	0.07	9.53725519378341	-1283.43150709686
72	0.071	10.3342201101797	-1274.44084577333
73	0.072	12.5219669736207	-1263.95782855987
74	0.073	15.3504112101845	-1250.96671579642
75	0.074	18.8664331804548	-1234.80336992955
76	0.075	22.4605891304073	-1215.08493510256
77	0.076	25.8203437596178	-1191.889544986
78	0.077	28.9769505785556	-1165.43597414536
79	0.078	31.4772333115228	-1136.15395852877
80	0.079	33.4774595668881	-1104.62168841801
81	0.08	34.7276010085595	-1071.46423445873
82	0.081	35.3839252755056	-1037.35354764515
83	0.082	35.9464889384727	-1002.63341686661
84	0.083	36.0715030865034	-967.569497182565
85	0.084	36.3684116891081	-932.294616123207
86	0.085	37.1184965864042	-896.496238313898
87	0.086	37.9779688761195	-859.893081911083
88	0.087	39.5875261069483	-822.055410747997
89	0.088	41.7596471013268	-782.326900472307
90	0.089	44.4787051554742	-740.152800672354
91	0.09	47.6509397248052	-695.033054560662
92	0.091	51.0106957604612	-646.647313146476
93	0.092	54.5736000824864	-594.800241553449
94	0.093	57.8864762683918	-539.515279706458
95	0.094	60.8243100657064	-481.104962867856
96	0.095	63.3089675233052	-419.983400401798
97	0.096	64.7310042449077	-356.908490846139
98	0.097	65.5123431229226	-292.731893490671
99	0.098	65.2935682356396	-228.274014139837
100	0.099	64.0121724896864	-164.566220105622
101	0.1	62.0744521652649	-102.467984106594
102	0.101	59.3241395922954	-42.7137645562609
103	0.102	56.0425168531329	14.0244873380058
104	0.103	52.4796124232375	67.3404756477436
105	0.104	48.6666798983453	116.968545480088
106	0.105	44.9475082819185	162.830563241772
107	0.106	41.2752172320756	204.996849670322
108	0.107	37.7904476482121	243.584605782018
109	0.108	34.6963474722122	278.882927013783
110	0.109	31.5709939158547	311.071521379369
111	0.11	28.6956687769448	340.259776397321
112	0.111	25.8672240578684	366.59614648628
113	0.112	22.6168567842003	389.893110578867
114	0.113	19.413369944867	409.963147614954
115	0.114	15.3972915021607	426.42340201002
116	0.115	10.9124103477473	438.633176606527
117	0.116	5.72432509263917	446.006467998272
118	0.117	-0.432619136950194	447.707244647669
119	0.118	-7.24588702928301	442.922915236105
120	0.119	-15.1999081343384	430.754941325847
121	0.12	-23.5758514838888	410.421985188286
122	0.121	-32.4987312604733	381.439617487658
123	0.122	-41.9529208564401	343.268715100754
124	0.123	-51.2977233179822	295.698316685095
125	0.124	-60.9081810941093	238.650288150602
126	0.125	-70.2373577605343	172.132442394833
127	0.126	-79.113359050752	96.5120076607421
128	0.127	-87.7862132547716	12.1171451795328
129	0.128	-95.7558639219013	-80.598969737251
130	0.129	-103.256712470341	-181.050334261819
131	0.13	-110.101237586773	-288.674385618824
132	0.131	-116.133171388452	-402.736666434883
133	0.132	-121.915077519358	-522.705867217235
134	0.133	-126.681243912641	-647.949104261682
135	0.134	-130.837966490194	-777.653785791547
136	0.135	-134.41649865418	-911.226094692181
137	0.136	-136.776142301537	-1047.76749149849
138	0.137	-138.15129892732	-1186.17628844136
139	0.138	-138.135672147218	-1325.26485030708
140	0.139	-136.526113829147	-1463.54081962371
141	0.14	-133.103849266213	-1599.30087749984
142	0.141	-127.540716593963	-1730.56823675837
143	0.142	-119.977357550493	-1855.27235015905
144	0.143	-109.944969880777	-1971.17859020313
145	0.144	-97.6623295112526	-2075.92731622759
146	0.145	-83.3482120722667	-2167.3776633478
147	0.146	-66.955737750013	-2243.47471458739
148	0.147	-49.2193642163283	-2302.50734189901
149	0.148	-30.3109849130651	-2343.21759279215
150	0.149	-11.0275631165523	-2364.83194313541
151	0.15	7.84956480372474	-2367.36601862027
152	0.151	26.1016255495841	-2351.33549977206
153	0.152	42.6034926900212	-2317.92801698071
154	0.153	57.1051375242123	-2269.01877820204
155	0.154	69.0127414738616	-2206.90491503145
156	0.155	77.7324851108749	-2134.47737806753
157	0.156	83.3737540059051	-2054.86933483758
158	0.157	85.7177718091928	-1971.26864825848
159	0.158	84.8582985967831	-1886.92568938394
160	0.159	81.2641381132022	-1804.8095473574
161	0.16	75.247826780385	-1727.49864123905
162	0.161	67.3719297104178	-1657.1338393221
163	0.162	58.4646669475867	-1595.16061732154
164	0.163	48.9010814796961	-1542.42281943635
165	0.164	39.4625119515052	-1499.18609904919
166	0.165	30.7584020161185	-1465.02071839383
167	0.166	23.1169132785184	-1439.02813707496
168	0.167	17.0537285017838	-1419.88789251325
169	0.168	12.7251148992537	-1405.94354714118
170	0.169	10.3185933470504	-1395.36676934648
171	0.17	9.61538900882939	-1386.34485449699
172	0.171	10.3029665839236	-1377.33075302906
173	0.172	12.5532205006119	-1366.84773581524
174	0.173	15.3504112101845	-1353.84099628829
175	0.174	18.7726725926425	-1337.72453071532
176	0.175	22.5230961918857	-1318.0217226515
177	0.176	25.8672240578684	-1294.77163885507
178	0.177	28.9613238117688	-1268.3024412487
179	0.178	31.5553671484567	-1238.98917209704
180	0.179	33.43057926331	-1207.4412752196
181	0.18	34.7588545449225	-1174.29163464393
182	0.181	35.3682985071636	-1140.17313444634
183	0.182	35.8996086330274	-1105.48425720469
184	0.183	36.1496369291531	-1070.40471075205
185	0.184	36.399665226309	-1035.07513600276
186	0.185	37.102869817615	-999.268944809248
187	0.186	38.0404759522207	-962.642348252777
188	0.187	39.6031528763976	-924.765610166916
189	0.188	41.8065274114757	-885.005846351426
190	0.189	44.4943319262901	-842.800493010991
191	0.19	47.6821932683095	-797.657306742139
192	0.191	51.0575760788149	-749.232498397024
193	0.192	54.6361071781874	-697.33073309697
194	0.193	57.9646101435347	-641.975450764556
195	0.194	60.886817169851	-583.494813436311
196	0.195	63.3245943002124	-522.334184029727
197	0.196	64.8091381320679	-459.212394142034
198	0.197	65.5279699006286	-394.988916454133
199	0.198	65.2466879027962	-330.546663880868
200	0.199	64.0277992668465	-266.854496624494
201	0.2	62.1213324946839	-204.725007072176
202	0.201	59.3241395922954	-144.947347357134
203	0.202	56.0893971763499	-88.185655301259
204	0.203	52.5577462895028	-34.8071598967801
205	0.204	48.6979334424636	14.8756036407557
206	0.205	44.9318815109714	60.7454347890257
207	0.206	41.2908440019865	102.911721217057
208	0.207	37.8060744171817	141.515104098194
209	0.208	34.6963474722122	176.821238714443
210	0.209	31.6022474506621	209.025459847433
211	0.21	28.6800420102228	238.221528249428
212	0.211	25.8984775900525	264.565711721119
213	0.212	22.726244142048	287.932996258721
214	0.213	19.5227572981969	308.112420650396
215	0.214	15.5066788502038	324.682062396149
216	0.215	10.9749174006663	336.977784193137
217	0.216	5.81808566723118	344.429209398638
218	0.217	-0.401365613733749	346.19249309694
219	0.218	-7.27714055100865	341.408163686121
220	0.219	-15.1217743332437	329.263629915547
221	0.22	-23.6071050034639	308.954113918746
222	0.221	-32.4674777412357	279.971746217949
223	0.222	-41.906040577156	241.839910730306
224	0.223	-51.2977233179822	194.292952454289
225	0.224	-60.8456740499216	137.27617744189
226	0.225	-70.1748507118541	70.8208387325544
227	0.226	-79.1446125778458	-4.78396924074301
228	0.227	-87.817466785109	-89.2100852506678
229	0.228	-95.6777300874378	-181.902760015389
230	0.229	-103.194205395367	-282.283804085238
231	0.23	-110.101237586773	-389.876601904756
232	0.231	-116.148798160868	-503.946696107024
233	0.232	-121.868197196602	-623.900270114206
234	0.233	-126.681243912641	-749.120066997275
235	0.234	-130.837966490194	-878.82474852714
236	0.235	-134.41649865418	-1012.39705742777
237	0.236	-136.744888742404	-1148.92282745451
238	0.237	-138.213806047791	-1287.34725117806
239	0.238	-138.15129892732	-1426.47487999406
240	0.239	-136.557367388112	-1564.77428948023
241	0.24	-133.228863491865	-1700.61248124866
242	0.241	-127.681357579754	-1832.01266811292
243	0.242	-120.133625287021	-1956.86523587475
244	0.243	-110.101237586773	-2072.9277436401
245	0.244	-97.8342239523528	-2177.84055073811
246	0.245	-83.5044797154221	-2269.45497890044
247	0.246	-67.143258891059	-2345.72392453213
248	0.247	-49.3756318173557	-2404.92844621479
249	0.248	-30.4985060286483	-2445.81059146624
250	0.249	-11.1682039612427	-2467.58902278963
251	0.25	7.80268451551366	-2470.21685884094
252	0.251	25.9766114205729	-2454.27228720134
253	0.252	42.5253588386795	-2420.96637840017
254	0.253	57.0426304252454	-2372.12746009665
255	0.254	68.9971146948554	-2310.05266386505
256	0.255	77.748111893339	-2237.6251268994
257	0.256	83.4518879302116	-2157.97020331607
258	0.257	85.7490253809457	-2074.31482298894
259	0.258	84.9364325243252	-1989.91717036475
260	0.259	81.3891523849282	-1907.69945423857
261	0.26	75.2790803432947	-1830.31041420291
262	0.261	67.4813171593003	-1759.87529178006
263	0.262	58.5428008237111	-1697.808309117
264	0.263	48.9323350239571	-1645.01581752161
265	0.264	39.5406457986255	-1601.72440343877
266	0.265	30.8052823177524	-1567.49651570903
267	0.266	23.1325400440196	-1541.47268085659
268	0.267	17.0381017374851	-1522.33243629428
269	0.268	12.6626078451649	-1508.42715783141
