No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	10.8967835845239	0
2	0.001	5.55243070609806	8.91570286770465
3	0.002	-0.213844474275103	12.2760917060098
4	0.003	-12.730880006553	6.49482518798935
5	0.004	-13.1059222556293	-5.73248022070817
6	0.005	-20.1067107955768	-21.6477010239176
7	0.006	-27.3106470594439	-44.6652842290343
8	0.007	-34.8896254822447	-75.074324777485
9	0.008	-42.656125046267	-113.156104319347
10	0.009	-50.5632655883097	-159.074703914242
11	0.01	-58.845448649188	-213.087965310597
12	0.011	-67.1276321292944	-275.383409977445
13	0.012	-75.4410696896087	-345.976665164503
14	0.013	-83.7388811807039	-424.875544877265
15	0.014	-91.9585596699435	-512.033169580195
16	0.015	-99.9125840492544	-607.277645717401
17	0.016	-107.397806335276	-710.241745187272
18	0.017	-114.461106767501	-820.480106016267
19	0.018	-120.852456881566	-937.445792118407
20	0.019	-126.38433517201	-1060.3730924228
21	0.02	-130.947353931791	-1188.34784125231
22	0.021	-134.275857646351	-1320.26835131899
23	0.022	-136.291712137678	-1454.86104048861
24	0.023	-136.479233490745	-1590.55541758042
25	0.024	-134.900928795908	-1725.55440300136
26	0.025	-131.47866436637	-1858.0531038601
27	0.026	-125.946785452536	-1986.07473304716
28	0.027	-118.44593375907	-2107.57999693057
29	0.028	-108.897976262066	-2220.56085621874
30	0.029	-97.5060618379186	-2323.07177954634
31	0.03	-84.6139799902879	-2413.44070473805
32	0.031	-70.4717591933926	-2490.2924786075
33	0.032	-55.3763077766675	-2552.52541637014
34	0.033	-39.8589350525445	-2599.45194206235
35	0.034	-24.3103091933325	-2630.84546846289
36	0.035	-9.12109832243422	-2646.87007649838
37	0.036	5.23989545853729	-2648.11958220794
38	0.037	18.6320317111274	-2635.49252290071
39	0.038	30.6333878785914	-2610.16871738346
40	0.039	41.1814566127011	-2573.57019941542
41	0.04	49.9480752228608	-2527.31433777524
42	0.041	56.9332430022551	-2473.18258294029
43	0.042	62.1213324946839	-2412.96419946943
44	0.043	65.4967163452224	-2348.46407932708
