No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-132.369390697993	0
2	0.001	-135.807281979574	-130.966610923043
3	0.002	-138.948264720655	-265.222658857418
4	0.003	-141.417296103946	-402.283713853979
5	0.004	-143.042481403703	-541.391877192063
6	0.005	-143.355017046154	-681.468901001252
7	0.006	-141.82359242247	-820.936480319824
8	0.007	-137.901270446411	-957.677186338524
9	0.008	-131.197382370773	-1089.10478733138
10	0.009	-121.399393971588	-1212.28145008682
11	0.01	-108.21039837397	-1323.96462084386
12	0.011	-91.7397849456469	-1420.81798708792
13	0.012	-72.1281959996684	-1499.63025214484
14	0.013	-49.7819275804705	-1557.46358851917
15	0.014	-25.5135696936322	-1591.98961174048
16	0.015	-0.276351520791839	-1601.76284693195
17	0.016	24.9608716304615	-1586.29886146138
18	0.017	48.8854547075727	-1546.25397287662
19	0.018	70.2316302547014	-1483.57370497975
20	0.019	88.0930433416315	-1401.28964276584
21	0.02	101.563336387161	-1303.3397274857
22	0.021	110.033059547944	-1194.41980410241
23	0.022	113.283433652514	-1079.63983208644
24	0.023	111.517605367892	-964.117587160499
25	0.024	105.0481114971	-852.713003312263
26	0.025	94.6250409041528	-749.754701695897
27	0.026	81.2016309774986	-658.719640339331
28	0.027	65.8248786781327	-582.084660095776
29	0.028	49.8230610434391	-521.13896481925
30	0.029	34.2744247330633	-475.968496515259
31	0.03	20.2415884809643	-445.588764492505
32	0.031	8.69340999521169	-427.999539838677
33	0.032	0.114317520441106	-420.473950665111
34	0.033	-5.1362742985221	-419.863203638411
35	0.034	-7.10524618144309	-422.862238462654
36	0.035	-5.91761235028949	-426.25194231278
37	0.036	-1.94841500396451	-427.063230574167
38	0.037	3.91162066626353	-422.959902327278
39	0.038	11.115558269884	-412.324587443464
40	0.039	18.8039261219012	-394.243119831832
41	0.04	26.117252315726	-368.660805197278
42	0.041	32.477346431401	-336.241780407975
43	0.042	37.2747642745209	-298.243999639274
44	0.043	40.3688645846099	-256.300459793969
45	0.044	41.6502597111315	-212.169172230358
46	0.045	41.3064707719017	-167.569081573102
47	0.046	39.6187796458512	-123.984730948485
48	0.047	37.0716162800488	-82.5178075697955
49	0.048	34.1650373567135	-43.7777553356744
50	0.049	31.4772333115228	-7.83489458581637
51	0.05	29.3676197493996	25.7092573603848
52	0.051	27.9143304452257	57.4719578734373
53	0.052	29.1019647129797	89.1018308682799
54	0.053	31.383472707326	122.466274994173
55	0.054	35.1807772873705	158.870125407261
56	0.055	40.2125968882274	199.6885379108
57	0.056	46.1976499724571	246.015386756882
58	0.057	52.6046266093217	298.538250463511
59	0.058	58.9647237570862	357.444651062455
60	0.059	64.824764909517	422.461120811496
61	0.06	69.5596787428255	492.775068053408
62	0.061	73.0288238777222	567.191044779421
63	0.062	74.7633965585007	644.208880413273
64	0.063	74.7790233397576	722.101815778142
65	0.064	72.9663167555161	799.096211241519
66	0.065	69.6378126389873	873.52000135451
67	0.066	64.9966594618328	943.95896282066
68	0.067	59.4804073476196	1009.31922164113
69	0.068	53.6203668831105	1068.99133417223
70	0.069	47.7447003553746	1122.79559320721
71	0.07	42.2128234344101	1170.89608051785
72	0.071	37.4154051941754	1213.83192024788
73	0.072	33.4618327990248	1252.39226466022
74	0.073	30.4302399056152	1287.46002642828
75	0.074	28.351879909889	1319.97281175177
76	0.075	27.0704850569223	1350.80571965092
77	0.076	26.195386146487	1380.56038066836
78	0.077	25.4609281407192	1409.5102632277
79	0.078	24.5389489526204	1437.63192719011
80	0.079	22.9293920927586	1464.48782312854
81	0.08	20.3040955406441	1489.22629236098
82	0.081	16.3974044037358	1510.69876774891
83	0.082	10.9905441639024	1527.51446744847
84	0.083	4.09914181245266	1538.18103585239
85	0.084	-4.16741510867067	1541.26862462002
86	0.085	-13.6997391486342	1535.45677290711
87	0.086	-24.2946824335692	1519.58128753175
88	0.087	-35.5615761461664	1492.77488365762
89	0.088	-47.0628713312866	1454.58438533463
90	0.089	-58.5954204758546	1404.8769648468
91	0.09	-69.5341534648552	1343.93390329219
92	0.091	-79.7540563583188	1272.41152379634
93	0.092	-89.0832347745249	1191.11460364566
94	0.093	-97.271660328618	1101.05888150983
95	0.094	-104.428720138222	1003.33041669215
96	0.095	-110.648174561283	898.913694758135
97	0.096	-116.055037526439	788.683814130014
98	0.097	-120.789949785962	673.383045889553
99	0.098	-124.977925374423	553.620833725101
100	0.099	-128.900246141975	429.803473382641
101	0.1	-132.463151365565	302.243500044611
102	0.101	-135.885415875654	171.190941839741
103	0.102	-138.93263794024	36.9036403475338
104	0.103	-141.479803229596	-100.180854821644
105	0.104	-143.104988531989	-239.351525286697
106	0.105	-143.323763481793	-379.444175877848
107	0.106	-141.792338859355	-518.880501632682
108	0.107	-137.854390106414	-655.582140699827
109	0.108	-131.150502038353	-786.962861356471
110	0.109	-121.3837671975	-910.108270558657
