0	0.17046875	0.13453124	0
0	0.17373438	0.13453124	0
0	0.177	0.13453124	0
0	0.18026562	0.13453124	0
0	0.18353125	0.13453124	0
0	0.18679687	0.13453124	0
0	0.1900625	0.13453124	0
0	0.19332813	0.13453124	0
0	0.19659375	0.13453124	0
0	0.19985938	0.13453124	0
0	0.203125	0.13453124	0
0	0.20639062	0.13453124	0
0	0.20965625	0.13453124	0
0	0.21292187	0.13453124	0
0	0.2161875	0.13453124	0
0	0.21945313	0.13453124	0
0	0.22271875	0.13453124	0
0	0.22598438	0.13453124	0
0	0.22925	0.13453124	0
0	0.23251562	0.13453124	0
0	0.23578125	0.13453124	0
0	0.17046875	0.126875	0
0	0.17373438	0.126875	0
0	0.177	0.126875	0
0	0.18026562	0.126875	0
0	0.18353125	0.126875	0
0	0.18679687	0.126875	0
0	0.1900625	0.126875	0
0	0.19332813	0.126875	0
0	0.19659375	0.126875	0
0	0.19985938	0.126875	0
0	0.203125	0.126875	0
0	0.20639062	0.126875	0
0	0.20965625	0.126875	0
0	0.21292187	0.126875	0
0	0.2161875	0.126875	0
0	0.21945313	0.126875	0
0	0.22271875	0.126875	0
0	0.22598438	0.126875	0
0	0.22925	0.126875	0
0	0.23251562	0.126875	0
0	0.23578125	0.126875	0
0	0.17046875	0.11921875	0
0	0.17373438	0.11921875	0
0	0.177	0.11921875	0
0	0.18026562	0.11921875	0
0	0.18353125	0.11921875	0
0	0.18679687	0.11921875	0
0	0.1900625	0.11921875	0
0	0.19332813	0.11921875	0
0	0.19659375	0.11921875	0
0	0.19985938	0.11921875	0
0	0.203125	0.11921875	0
0	0.20639062	0.11921875	0
0	0.20965625	0.11921875	0
0	0.21292187	0.11921875	0
0	0.2161875	0.11921875	0
0	0.21945313	0.11921875	0
0	0.22271875	0.11921875	0
0	0.22598438	0.11921875	0
0	0.22925	0.11921875	0
0	0.23251562	0.11921875	0
0	0.23578125	0.11921875	0
