No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-0.295992845004009	0
2	0.001	-0.264739321768536	-0.280366083386272
3	0.002	-0.155351990384293	-0.490411739462687
4	0.003	-0.0772181821953383	-0.606696825752502
5	0.004	0.0321691493497337	-0.629221342175305
6	0.005	0.110302957653893	-0.557985288673491
7	0.006	0.172810004331916	-0.416428807680587
8	0.007	0.26657057440691	-0.196738518311174
9	0.008	0.391584667948735	0.132339102866648
10	0.009	0.454091714766277	0.555177294224154
11	0.01	0.625986093675383	1.09521619844498
12	0.011	0.672866378873473	1.74464243471941
13	0.012	0.766626949322611	2.46438909881745
14	0.013	0.922894566895211	3.30914985692636
15	0.014	0.922894566895211	4.23204442382157
16	0.015	1.06353542287938	5.22525941870887
17	0.016	1.14166923182885	6.32786174606299
18	0.017	1.21980304082801	7.50859788239142
19	0.018	1.25105656444161	8.74402768502623
20	0.019	1.3448171353303	10.0419645349122
21	0.02	1.36044389715208	11.3945950511534
22	0.021	1.46983122996056	12.8097326147097
23	0.022	1.48545799179836	14.2873772255891
24	0.023	1.51671151548	15.7884619792283
25	0.024	1.56359180101751	17.3286136374771
26	0.025	1.57921856286738	18.9000188194195
27	0.026	1.51671151548	20.4479838585932
28	0.027	1.59484532471925	22.0037622786928
29	0.028	1.57921856286738	23.5907942224862
30	0.029	1.56359180101751	25.1621994044286
31	0.03	1.48545799179836	26.6867243008365
32	0.031	1.48545799179836	28.1721822926349
33	0.032	1.46983122996056	29.6498269035144
34	0.033	1.45420446812476	31.111844752557
35	0.034	1.32919037351053	32.5035421733747
36	0.035	1.31356361169275	33.8249191659763
37	0.036	1.23542980263381	35.0994158731396
38	0.037	1.20417627902419	36.3192189139686
39	0.038	1.14166923182885	37.4921416693951
40	0.039	1.07916218466531	38.6025573776422
41	0.04	1.04790866109545	39.6660928005226
42	0.041	0.969774852205461	40.674934557173
43	0.042	0.876014281602735	41.5978291240771
44	0.043	0.813507234573708	42.4425898821653
45	0.044	0.751000187576179	43.2248435932403
46	0.045	0.625986093675383	43.9133367338661
47	0.046	0.594732570219779	44.5236960658136
48	0.047	0.547852285051041	45.0949884934491
49	0.048	0.438464953058972	45.5881471125041
50	0.049	0.422838191353614	46.0187986847104
51	0.05	0.344704382855994	46.4025699718152
52	0.051	0.219690289360709	46.6847673079235
53	0.052	0.157183242659515	46.8732040739336
54	0.053	0.110302957653893	47.0069471740903
55	0.054	0.00091562604153905	47.062556465938
