No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-1.07562174640314	0
2	0.001	-1.15375555397014	-1.11468865018664
3	0.002	-1.29439640747413	-2.33876463090877
4	0.003	-1.37253021491175	-3.67222794210171
5	0.004	-1.41941049935224	-5.06819829923371
6	0.005	-1.40378373787391	-6.47979541784678
7	0.006	-1.49754430671632	-7.93045944014189
8	0.007	-1.57567811403459	-9.46707065051735
9	0.008	-1.59130487549276	-11.050562145281
10	0.009	-1.59130487549276	-12.6418670207738
11	0.01	-1.6381851598563	-14.2566120384483
12	0.011	-1.6381851598563	-15.8947971983046
13	0.012	-1.62255839840361	-17.5251689774346
14	0.013	-1.49754430671632	-19.0852203299945
15	0.014	-1.49754430671632	-20.5827646367109
16	0.015	-1.49754430671632	-22.0803089434272
17	0.016	-1.45066402230337	-23.554413107937
18	0.017	-1.40378373787391	-24.9816369880257
19	0.018	-1.31002316896534	-26.3385404414453
20	0.019	-1.31002316896534	-27.6485636104106
21	0.02	-1.26314288448618	-28.9351466371364
22	0.021	-1.18500907698397	-30.1592226178714
23	0.022	-1.16938231547798	-31.3364183141024
24	0.023	-1.1068752694355	-32.4745471065592
25	0.024	-1.05999498488417	-33.557982233719
26	0.025	-0.997487938789703	-34.5867236955559
27	0.026	-0.85684708496817	-35.5138912074349
28	0.027	-0.841220323423108	-36.3629249116305
29	0.028	-0.763086515669718	-37.1650783311769
30	0.029	-0.763086515669718	-37.9281648468466
31	0.03	-0.63807242316674	-38.6287443162649
32	0.031	-0.54431185371047	-39.2199364547035
33	0.032	-0.497431568956861	-39.7408081660371
34	0.033	-0.419297760996356	-40.1991728310137
35	0.034	-0.278656906547977	-40.5481501647859
36	0.035	-0.231776621697624	-40.8033669289087
37	0.036	-0.0598822437660477	-40.9491963616406
38	0.037	-0.0442554821244266	-41.0012652245858
39	0.038	0.0651318494206454	-40.9908270409377
40	0.039	0.190145942730427	-40.8631881448621
41	0.04	0.252652989431621	-40.6417886787811
42	0.041	0.377667082926906	-40.3266286426018
43	0.042	0.440174129721113	-39.9177080362778
44	0.043	0.502681176546441	-39.4462803831441
45	0.044	0.690202317209729	-38.849838636266
46	0.045	0.705829078944385	-38.1518229381889
47	0.046	0.862096696398921	-37.3678600505173
48	0.047	0.877723458155192	-36.4979499732402
49	0.048	1.0964981229503	-35.5108391826875
50	0.049	1.11212488473622	-34.4065276788442
51	0.05	1.17463193189976	-33.2631492705262
52	0.051	1.33089954994788	-32.0103835296024
53	0.052	1.37777983540121	-30.6560438369279
54	0.053	1.44028688270032	-29.2470104778771
55	0.054	1.50279393003147	-27.7754700715112
56	0.055	1.51842069186928	-26.2648627605608
57	0.056	1.61218126293829	-24.699561783157
58	0.057	1.64343478664406	-23.0717537583659
59	0.058	1.70594183407977	-21.3970654480039
60	0.059	1.65906154849996	-19.7145637567141
61	0.06	1.69031507221782	-18.0398754463552
62	0.061	1.67468831035788	-16.3573737550673
63	0.062	1.67468831035788	-14.6826854447095
