No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-1.14560644204713	0
2	0.001	-1.22374024957707	-1.1846733458121
3	0.002	-1.36438110301458	-2.47873402210793
4	0.003	-1.3487543415289	-3.83530174437967
5	0.004	-1.41126138746059	-5.21530960887441
6	0.005	-1.4425149104154	-6.6421977578124
7	0.006	-1.48939519483385	-8.10815281043702
8	0.007	-1.55190224069945	-9.62880152820367
9	0.008	-1.55190224069945	-11.1807037689031
10	0.009	-1.58315576362127	-12.7482327710635
11	0.01	-1.63003604799029	-14.3548286768693
12	0.011	-1.56752900216127	-15.953611201945
13	0.012	-1.55190224069945	-17.5133268233754
14	0.013	-1.56752900216127	-19.0730424448058
15	0.014	-1.53627547923579	-20.6249446855043
16	0.015	-1.50502195630299	-22.1455934032737
17	0.016	-1.4425149104154	-23.6193618366329
18	0.017	-1.45814167189005	-25.0696901277856
19	0.018	-1.36438110301458	-26.4809515152379
20	0.019	-1.31750081855201	-27.8218924760212
21	0.02	-1.23936701107751	-29.100326390836
22	0.021	-1.16123320355682	-30.3006264981531
23	0.022	-1.16123320355682	-31.46185970171
24	0.023	-1.03621911142733	-32.560585859202
25	0.024	-1.02059234990278	-33.5889915898671
26	0.025	-0.942458542252129	-34.5705170359445
27	0.026	-0.801817688363368	-35.4426551512523
28	0.027	-0.801817688363368	-36.2444728396157
29	0.028	-0.723683880581865	-37.0072236240883
30	0.029	-0.645550072753415	-37.6918406007559
31	0.03	-0.583043026456776	-38.306137150361
32	0.031	-0.504909218543536	-38.8501132728612
33	0.032	-0.458028933772912	-39.3315823490194
34	0.033	-0.364268364180519	-39.7427309979961
35	0.034	-0.270507794519772	-40.0601190773463
36	0.035	-0.239254271284299	-40.3150001102483
37	0.036	-0.114240178266094	-40.4917473350235
38	0.037	-0.0986134166302177	-40.5981741324717
39	0.038	0.120161246473446	-40.58740021755
40	0.039	0.151414769804742	-40.4516122094109
41	0.04	0.198295054816153	-40.2767572971005
42	0.041	0.401442956733448	-39.9768882913257
43	0.042	0.448323241837851	-39.55200519204
44	0.043	0.604590858979149	-39.0255481416316
45	0.044	0.69835142935771	-38.3740769974631
46	0.045	0.776485238060416	-37.6366586637541
47	0.046	0.885872570326759	-36.8054797595605
48	0.047	0.979633140917638	-35.8727269039383
49	0.048	1.05776694979772	-34.8540268585806
50	0.049	1.15152752051922	-33.7493796234221
51	0.05	1.22966132950843	-32.5587851984083
52	0.051	1.33904866217699	-31.2744302025656
53	0.052	1.35467542399476	-29.9275681594797
54	0.053	1.43280923311364	-28.5338258309255
55	0.054	1.46406275677521	-27.0853898359811
56	0.055	1.5109430422826	-25.5978869364522
57	0.056	1.55782332780806	-24.0635037514068
58	0.057	1.58907685150175	-22.4900536617519
59	0.058	1.62033037520349	-20.8853500483993
60	0.059	1.68283742263114	-19.233766149482
61	0.06	1.62033037520349	-17.5821822505647
62	0.061	1.65158389891329	-15.9462251135063
63	0.062	1.60470361335161	-14.3180813573738
64	0.063	1.62033037520349	-12.7055643630963
65	0.064	1.55782332780806	-11.1164875115905
66	0.065	1.52656980412241	-9.57429094562527
67	0.066	1.4953162804448	-8.06334790334167
68	0.067	1.44843599494343	-6.59147176564756
69	0.068	1.35467542399476	-5.18991605617846
70	0.069	1.37030218581454	-3.82742725127381
71	0.07	1.26091485311805	-2.51181873180752
72	0.071	1.26091485311805	-1.25090387868947
73	0.072	1.15152752051922	-0.0446826918708363
74	0.073	1.07339371157968	1.06777792417862
75	0.074	1.02651342623975	2.11773149308833
76	0.075	0.948379617379448	3.10517801489793
77	0.076	0.870245808568517	4.01449072787192
78	0.077	0.838992285057945	4.86910977468515
79	0.078	0.807738761555246	5.69247529799174
80	0.079	0.69835142935771	6.44552039344822
81	0.08	0.667097905890357	7.12824506107226
82	0.081	0.620217620704016	7.77190282436944
83	0.082	0.510830288670968	8.33742677905693
84	0.083	0.463950003543209	8.82481692516402
85	0.084	0.401442956733448	9.25751340530235
86	0.085	0.292055624891147	9.60426269611465
87	0.086	0.229548578166749	9.8650647976436
88	0.087	0.13578800813813	10.047733090796
89	0.088	0.0107739148745612	10.1210140523024
90	0.089	-0.0361063700675633	10.1083478247059
91	0.09	-0.161120463162245	10.009734408091
92	0.091	-0.239254271284299	9.80954704086771
93	0.092	-0.348641602575147	9.51559910393798
94	0.093	-0.458028933772912	9.11226383576395
95	0.094	-0.520535980129961	8.62298137881252
96	0.095	-0.661176834322866	8.03212497158611
97	0.096	-0.754937403700093	7.32406785257463
98	0.097	-0.879951496098037	6.50662340267556
99	0.098	-0.958085303785987	5.58760500273355
100	0.099	-1.05184587295001	4.58263941436555
101	0.1	-1.11435291902218	3.49954001837945
102	0.101	-1.19248672657065	2.34612019558304
103	0.102	-1.27062053407285	1.11456656526129
104	0.103	-1.3487543415289	-0.195120872539586
105	0.104	-1.41126138746059	-1.57512873703433
106	0.105	-1.50502195630299	-3.03327040891612
107	0.106	-1.48939519483385	-4.53047898448454
108	0.107	-1.55190224069945	-6.05112770225119
109	0.108	-1.56752900216127	-7.61084332368155
110	0.109	-1.56752900216127	-9.17837232584282
111	0.11	-1.61440928653577	-10.7693414701913
112	0.111	-1.59878252507943	-12.3759373759989
113	0.112	-1.61440928653577	-13.9825332818065
114	0.113	-1.56752900216127	-15.5735024261551
115	0.114	-1.52064871777031	-17.1175912861209
116	0.115	-1.53627547923579	-18.6460533846239
117	0.116	-1.45814167189005	-20.1432619601868
118	0.117	-1.42688814893891	-21.5857768706013
119	0.118	-1.39563462598042	-22.997038258061
120	0.119	-1.31750081855201	-24.3536059803272
121	0.12	-1.28624729556775	-25.6554800373871
122	0.121	-1.17685996506466	-26.8870336677033
123	0.122	-1.16123320355682	-28.056080252014
124	0.123	-1.05184587295001	-29.1626197902674
125	0.124	-0.98933882684811	-30.1832121401665
126	0.125	-0.926831780716406	-31.1412974439488
127	0.126	-0.864324734554845	-32.0368757015844
128	0.127	-0.770564165256393	-32.85432015149
129	0.128	-0.708057119019934	-33.5936307936282
130	0.129	-0.661176834322866	-34.2782477702996
131	0.13	-0.598669788033763	-34.9081710814779
132	0.131	-0.520535980129961	-35.4677739655597
133	0.132	-0.42677541058303	-35.9414296609162
134	0.133	-0.364268364180519	-36.336951548298
135	0.134	-0.301761317747628	-36.6699663892621
136	0.135	-0.208000748041202	-36.9248474221565
137	0.136	-0.161120463162245	-37.1094080277582
138	0.137	-0.0829866549924276	-37.2314615868356
139	0.138	0.026400676525776	-37.2597545760689
140	0.139	0.151414769804742	-37.1708468529036
