No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	-0.59226037410951	0
2	0.001	-0.6703941819756	-0.631327278042555
3	0.002	-0.732901228234599	-1.33297498314765
4	0.003	-0.857915320662516	-2.12838325759621
5	0.004	-0.967302651438721	-3.04099224364683
6	0.005	-0.998556174500844	-4.02392165661661
7	0.006	-1.07668998212358	-5.06154473492882
8	0.007	-1.17045055120955	-6.18511500159539
9	0.008	-1.27983788172558	-7.41025921806295
10	0.009	-1.32671816620475	-8.71353724202812
11	0.01	-1.34234492769411	-10.0480687889775
12	0.011	-1.46735901954278	-11.452920762596
13	0.012	-1.4829857810156	-12.9280931628752
14	0.013	-1.52986606542304	-14.4345190860945
15	0.014	-1.63925339564302	-16.0190788166275
16	0.015	-1.65488015709571	-17.6661455929969
17	0.016	-1.68613367999561	-19.3366525115426
18	0.017	-1.67050691854657	-21.0149728108137
19	0.018	-1.63925339564302	-22.6698529679084
20	0.019	-1.65488015709571	-24.3169197442778
21	0.02	-1.56111958835218	-25.9249196170018
22	0.021	-1.51423930395573	-27.4625990631557
23	0.022	-1.51423930395573	-28.9768383671114
24	0.023	-1.38922521215116	-30.4285706251649
25	0.024	-1.32671816620475	-31.7865423143428
26	0.025	-1.24858435873025	-33.0741935768103
27	0.026	-1.18607731271739	-34.2915244125342
28	0.027	-1.12357026667491	-35.4463482022303
29	0.028	-1.04543645908006	-36.5308515651078
30	0.029	-1.01418293602911	-37.5606612626624
31	0.03	-0.951675889904863	-38.5435906756294
32	0.031	-0.904795605292095	-39.4718264232279
33	0.032	-0.857915320662516	-40.3531818862051
34	0.033	-0.779781512909127	-41.172030302991
35	0.034	-0.779781512909127	-41.9518118159001
36	0.035	-0.654767420406149	-42.6690862825577
37	0.036	-0.6703941819756	-43.3316670837486
38	0.037	-0.561006850949879	-43.9473676002113
39	0.038	-0.482873043017746	-44.4693075471952
40	0.039	-0.435992758235764	-44.9287404478219
41	0.04	-0.326605427011436	-45.3100395404455
42	0.041	-0.264098380555722	-45.6053914442291
43	0.042	-0.185964572443207	-45.8304229207286
44	0.043	-0.0765772410054565	-45.9616938274529
45	0.044	0.0171833288730419	-45.9913907835191
46	0.045	0.142197422152008	-45.9117004080066
47	0.046	0.329718562302046	-45.6757424157795
