No.	时间（s）	Dev1/ai0-1-测振（mm/s）	VH01-V1-Dev1/ai0一次积分（μm）
1	0	0.0856114531409199	0
2	0.001	-0.0706561633808708	0.00747764488002439
3	0.002	-0.164416733201876	-0.110058803411349
4	0.003	-0.258177302954068	-0.321355821489321
5	0.004	-0.383191395850289	-0.6420401708915
6	0.005	-0.508205488624989	-1.08773861312914
7	0.006	-0.633219581278633	-1.65845114808095
8	0.007	-0.773860435369863	-2.3619911564052
9	0.008	-0.883247766224614	-3.19054525720244
10	0.009	-0.977008335455756	-4.12067330804262
11	0.01	-1.03951538157255	-5.12893516655678
12	0.011	-1.16452947371689	-6.2309575942015
13	0.012	-1.19578299673443	-7.41111382942716
14	0.013	-1.30517032723752	-8.66159049141313
15	0.014	-1.36767737319867	-9.99801434163123
16	0.015	-1.41455765765019	-11.3891318570557
17	0.016	-1.43018441913036	-12.8115028954459
18	0.017	-1.52394498797276	-14.2885675989975
19	0.018	-1.52394498797276	-15.8125125869703
20	0.019	-1.55519851090556	-17.3520843364094
21	0.02	-1.58645203383104	-18.9229096087777
22	0.021	-1.57082527236922	-20.5015482618779
23	0.022	-1.6177055567492	-22.0958136764371
24	0.023	-1.60207879529104	-23.7057058524572
25	0.024	-1.63333231820554	-25.3234114092055
26	0.025	-1.63333231820554	-26.956743727411
27	0.026	-1.58645203383104	-28.5666359034293
28	0.027	-1.57082527236922	-30.1452745565294
29	0.028	-1.49269146503263	-31.6770329252304
30	0.029	-1.43018441913036	-33.1384708673119
31	0.03	-1.38330413468435	-34.5452151442192
32	0.031	-1.28954356574262	-35.8816389944327
33	0.032	-1.25829004274728	-37.1555557986777
34	0.033	-1.14890271220535	-38.359152176154
35	0.034	-1.0551421430971	-39.4611746038052
36	0.035	-0.992635096987749	-40.4850632238476
37	0.036	-0.914501289309131	-41.4386314169961
38	0.037	-0.805113958480587	-42.2984390408909
39	0.038	-0.758233673811687	-43.0801128570371
40	0.039	-0.695726627560205	-43.807093007723
41	0.04	-0.680099865992635	-44.4950062544994
42	0.041	-0.601966058126546	-45.136039216559
43	0.042	-0.555085773384267	-45.7145651323144
44	0.043	-0.539459011799731	-46.2618375249064
45	0.044	-0.492578727034781	-46.7778563943237
46	0.045	-0.430071680655017	-47.2391815981686
47	0.046	-0.336311111028472	-47.6223729940103
48	0.047	-0.305057587804421	-47.9430573434268
49	0.048	-0.180043494832015	-48.185607884745
50	0.049	-0.0550294017373328	-48.3031443330296
51	0.05	0.054357929821183	-48.3034800689877
52	0.051	0.132491738134972	-48.2100552350097
53	0.052	0.226252308175177	-48.0306832118546
54	0.053	0.366893163366099	-47.7341104760839
55	0.054	0.507534018714349	-47.2968968850437
56	0.055	0.61692135076107	-46.734669200306
57	0.056	0.741935444646179	-46.0552408026024
58	0.057	0.86694953865699	-45.2507983109508
59	0.058	0.976336871019929	-44.3291551061123
60	0.059	1.05447067990991	-43.3137513306474
61	0.06	1.14823125064332	-42.2124003653708
62	0.061	1.17948477423701	-41.0485423529306
63	0.062	1.24199182144828	-39.837804055088
64	0.063	1.32012563050722	-38.5567453291103
65	0.064	1.35137915414477	-37.2209929367843
66	0.065	1.44513972510544	-35.8227334971592
67	0.066	1.47639324877503	-34.3619670102189
68	0.067	1.52327353429446	-32.8621336186842
69	0.068	1.55452705798413	-31.3232333225449
70	0.069	1.57015381983198	-29.7608928836368
71	0.07	1.60140734353372	-28.175112301954
72	0.071	1.64828762910144	-26.5502648156364
73	0.072	1.64828762910144	-24.901977186535
74	0.073	1.67954115282333	-23.2380627955726
75	0.074	1.6951679146873	-21.5507082618173
76	0.075	1.66391439096137	-19.8711671089929
77	0.076	1.57015381983198	-18.2541330035962
78	0.077	1.53890029613829	-16.6996059456111
79	0.078	1.52327353429446	-15.1685190303947
